"Van";"Naar";"Persoonskenmerken";"Perioden";"Waarde eenheid";"Waarde"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2009 1e kwartaal";"x 1 000";"37"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2009 2e kwartaal";"x 1 000";"52"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2009 3e kwartaal";"x 1 000";"50"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2009 4e kwartaal";"x 1 000";"42"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2010 1e kwartaal";"x 1 000";"37"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2010 2e kwartaal";"x 1 000";"57"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2010 3e kwartaal";"x 1 000";"52"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2010 4e kwartaal";"x 1 000";"44"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2011 1e kwartaal";"x 1 000";"38"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Vast dienstverband";"2011 2e kwartaal";"x 1 000";"56"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2003 1e kwartaal";"x 1 000";"67"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2003 2e kwartaal";"x 1 000";"113"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2003 3e kwartaal";"x 1 000";"50"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2003 4e kwartaal";"x 1 000";"41"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2004 1e kwartaal";"x 1 000";"64"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2004 2e kwartaal";"x 1 000";"115"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2004 3e kwartaal";"x 1 000";"49"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2004 4e kwartaal";"x 1 000";"42"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2005 1e kwartaal";"x 1 000";"70"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2005 2e kwartaal";"x 1 000";"113"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2005 3e kwartaal";"x 1 000";"63"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2005 4e kwartaal";"x 1 000";"54"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2006 1e kwartaal";"x 1 000";"67"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2006 2e kwartaal";"x 1 000";"128"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2006 3e kwartaal";"x 1 000";"71"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2006 4e kwartaal";"x 1 000";"61"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2007 1e kwartaal";"x 1 000";"88"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2007 2e kwartaal";"x 1 000";"159"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2007 3e kwartaal";"x 1 000";"69"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2007 4e kwartaal";"x 1 000";"72"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2008 1e kwartaal";"x 1 000";"97"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2008 2e kwartaal";"x 1 000";"131"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2008 3e kwartaal";"x 1 000";"72"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2008 4e kwartaal";"x 1 000";"64"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2009 1e kwartaal";"x 1 000";"75"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2009 2e kwartaal";"x 1 000";"120"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2009 3e kwartaal";"x 1 000";"53"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2009 4e kwartaal";"x 1 000";"58"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2010 1e kwartaal";"x 1 000";"83"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2010 2e kwartaal";"x 1 000";"127"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2010 3e kwartaal";"x 1 000";"72"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2010 4e kwartaal";"x 1 000";"62"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2011 1e kwartaal";"x 1 000";"86"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Flexibel dienstverband";"2011 2e kwartaal";"x 1 000";"138"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2003 1e kwartaal";"x 1 000";"12"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2003 2e kwartaal";"x 1 000";"15"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2003 3e kwartaal";"x 1 000";"12"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2003 4e kwartaal";"x 1 000";"13"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2004 1e kwartaal";"x 1 000";"15"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2004 2e kwartaal";"x 1 000";"14"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2004 3e kwartaal";"x 1 000";"13"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2004 4e kwartaal";"x 1 000";"14"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2005 1e kwartaal";"x 1 000";"17"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2005 2e kwartaal";"x 1 000";"16"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2005 3e kwartaal";"x 1 000";"11"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2005 4e kwartaal";"x 1 000";"15"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2006 1e kwartaal";"x 1 000";"14"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2006 2e kwartaal";"x 1 000";"19"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2006 3e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2006 4e kwartaal";"x 1 000";"20"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2007 1e kwartaal";"x 1 000";"16"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2007 2e kwartaal";"x 1 000";"13"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2007 3e kwartaal";"x 1 000";"15"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2007 4e kwartaal";"x 1 000";"26"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2008 1e kwartaal";"x 1 000";"23"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2008 2e kwartaal";"x 1 000";"15"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2008 3e kwartaal";"x 1 000";"15"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2008 4e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2009 1e kwartaal";"x 1 000";"18"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2009 2e kwartaal";"x 1 000";"17"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2009 3e kwartaal";"x 1 000";"17"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2009 4e kwartaal";"x 1 000";"19"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2010 1e kwartaal";"x 1 000";"22"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2010 2e kwartaal";"x 1 000";"23"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2010 3e kwartaal";"x 1 000";"20"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2010 4e kwartaal";"x 1 000";"18"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2011 1e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Arbeidsrelatie: Zelfstandige";"2011 2e kwartaal";"x 1 000";"19"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2003 1e kwartaal";"x 1 000";"27"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2003 2e kwartaal";"x 1 000";"44"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2003 3e kwartaal";"x 1 000";"19"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2003 4e kwartaal";"x 1 000";"23"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2004 1e kwartaal";"x 1 000";"27"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2004 2e kwartaal";"x 1 000";"44"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2004 3e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2004 4e kwartaal";"x 1 000";"16"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2005 1e kwartaal";"x 1 000";"28"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2005 2e kwartaal";"x 1 000";"45"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2005 3e kwartaal";"x 1 000";"25"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2005 4e kwartaal";"x 1 000";"23"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2006 1e kwartaal";"x 1 000";"24"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2006 2e kwartaal";"x 1 000";"47"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2006 3e kwartaal";"x 1 000";"27"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2006 4e kwartaal";"x 1 000";"20"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2007 1e kwartaal";"x 1 000";"31"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2007 2e kwartaal";"x 1 000";"55"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2007 3e kwartaal";"x 1 000";"28"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2007 4e kwartaal";"x 1 000";"31"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2008 1e kwartaal";"x 1 000";"35"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2008 2e kwartaal";"x 1 000";"53"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2008 3e kwartaal";"x 1 000";"27"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2008 4e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2009 1e kwartaal";"x 1 000";"24"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2009 2e kwartaal";"x 1 000";"42"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2009 3e kwartaal";"x 1 000";"22"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2009 4e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2010 1e kwartaal";"x 1 000";"30"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2010 2e kwartaal";"x 1 000";"43"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2010 3e kwartaal";"x 1 000";"24"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2010 4e kwartaal";"x 1 000";"22"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2011 1e kwartaal";"x 1 000";"32"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Elementair";"2011 2e kwartaal";"x 1 000";"46"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2003 1e kwartaal";"x 1 000";"53"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2003 2e kwartaal";"x 1 000";"84"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2003 3e kwartaal";"x 1 000";"50"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2003 4e kwartaal";"x 1 000";"38"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2004 1e kwartaal";"x 1 000";"52"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2004 2e kwartaal";"x 1 000";"79"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2004 3e kwartaal";"x 1 000";"42"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2004 4e kwartaal";"x 1 000";"37"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2005 1e kwartaal";"x 1 000";"52"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2005 2e kwartaal";"x 1 000";"77"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2005 3e kwartaal";"x 1 000";"49"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2005 4e kwartaal";"x 1 000";"46"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2006 1e kwartaal";"x 1 000";"57"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2006 2e kwartaal";"x 1 000";"91"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2006 3e kwartaal";"x 1 000";"61"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2006 4e kwartaal";"x 1 000";"52"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2007 1e kwartaal";"x 1 000";"70"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2007 2e kwartaal";"x 1 000";"106"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2007 3e kwartaal";"x 1 000";"62"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2007 4e kwartaal";"x 1 000";"62"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2008 1e kwartaal";"x 1 000";"81"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2008 2e kwartaal";"x 1 000";"87"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2008 3e kwartaal";"x 1 000";"66"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2008 4e kwartaal";"x 1 000";"53"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2009 1e kwartaal";"x 1 000";"59"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2009 2e kwartaal";"x 1 000";"89"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2009 3e kwartaal";"x 1 000";"51"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2009 4e kwartaal";"x 1 000";"51"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2010 1e kwartaal";"x 1 000";"60"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2010 2e kwartaal";"x 1 000";"88"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2010 3e kwartaal";"x 1 000";"58"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2010 4e kwartaal";"x 1 000";"54"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2011 1e kwartaal";"x 1 000";"64"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Lager";"2011 2e kwartaal";"x 1 000";"95"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2003 1e kwartaal";"x 1 000";"26"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2003 2e kwartaal";"x 1 000";"44"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2003 3e kwartaal";"x 1 000";"28"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2003 4e kwartaal";"x 1 000";"20"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2004 1e kwartaal";"x 1 000";"23"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2004 2e kwartaal";"x 1 000";"29"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2004 3e kwartaal";"x 1 000";"25"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2004 4e kwartaal";"x 1 000";"21"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2005 1e kwartaal";"x 1 000";"31"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2005 2e kwartaal";"x 1 000";"35"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2005 3e kwartaal";"x 1 000";"30"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2005 4e kwartaal";"x 1 000";"22"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2006 1e kwartaal";"x 1 000";"26"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2006 2e kwartaal";"x 1 000";"36"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2006 3e kwartaal";"x 1 000";"30"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2006 4e kwartaal";"x 1 000";"29"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2007 1e kwartaal";"x 1 000";"28"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2007 2e kwartaal";"x 1 000";"44"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2007 3e kwartaal";"x 1 000";"29"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2007 4e kwartaal";"x 1 000";"33"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2008 1e kwartaal";"x 1 000";"33"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2008 2e kwartaal";"x 1 000";"42"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2008 3e kwartaal";"x 1 000";"30"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2008 4e kwartaal";"x 1 000";"28"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2009 1e kwartaal";"x 1 000";"25"
"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"Beroepsniveau: Middelbaar";"2009 2e kwartaal";"x 1 000";"34"
