"tmp";"jaar";"herkomst";"geslacht";"leeftijd";"percentage";"aantal"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"57004";"2.83"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"125015";"6.85"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"142539";"12.11"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"168168";"15.39"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"Totaal alle leeftijden";"267563";"4.04"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"0 tot 15 jaar";"1673";"0.14"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"15 tot 25 jaar";"2810";"0.36"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"25 tot 35 jaar";"4352";"0.58"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"35 tot 45 jaar";"13293";"1.32"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"45 tot 55 jaar";"33475";"3.29"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"55 tot 65 jaar";"73457";"7.98"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"65 tot 75 jaar";"74180";"13.08"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Mannen";"75 of ouder";"64323";"15.49"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"Totaal alle leeftijden";"266615";"3.95"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"0 tot 15 jaar";"1629";"0.15"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"15 tot 25 jaar";"2705";"0.36"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"25 tot 35 jaar";"4246";"0.59"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"35 tot 45 jaar";"10744";"1.09"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"45 tot 55 jaar";"23529";"2.37"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"55 tot 65 jaar";"51558";"5.71"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"65 tot 75 jaar";"68359";"11.20"
"A10 Diabetesmiddelen";"2008";"Autochtoon";"Vrouwen";"75 of ouder";"103845";"15.33"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"145842";"4.29"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"922";"0.14"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1561";"0.31"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"3646";"0.64"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"12408";"2.17"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"28102";"6.39"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"41323";"12.96"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"36932";"18.59"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"20948";"17.87"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"Totaal alle leeftijden";"72712";"4.32"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"0 tot 15 jaar";"474";"0.14"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"15 tot 25 jaar";"756";"0.30"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"25 tot 35 jaar";"1639";"0.59"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"35 tot 45 jaar";"6332";"2.21"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"45 tot 55 jaar";"14448";"6.62"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"55 tot 65 jaar";"21702";"13.67"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"65 tot 75 jaar";"19404";"19.49"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Mannen";"75 of ouder";"7957";"18.64"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"Totaal alle leeftijden";"73130";"4.26"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"0 tot 15 jaar";"448";"0.13"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"15 tot 25 jaar";"805";"0.32"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"25 tot 35 jaar";"2007";"0.68"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"35 tot 45 jaar";"6076";"2.13"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"45 tot 55 jaar";"13654";"6.16"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"55 tot 65 jaar";"19621";"12.26"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"65 tot 75 jaar";"17528";"17.69"
"A10 Diabetesmiddelen";"2008";"Totaal allochtoon";"Vrouwen";"75 of ouder";"12991";"17.43"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"64940";"4.23"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"212";"0.11"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"395";"0.24"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"882";"0.38"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2722";"1.07"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"7135";"3.13"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"17355";"8.15"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"20024";"13.76"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"16215";"16.11"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"Totaal alle leeftijden";"32597";"4.41"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"0 tot 15 jaar";"105";"0.10"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"15 tot 25 jaar";"196";"0.24"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"25 tot 35 jaar";"405";"0.37"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"35 tot 45 jaar";"1420";"1.15"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"45 tot 55 jaar";"4003";"3.64"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"55 tot 65 jaar";"9992";"9.46"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"65 tot 75 jaar";"10446";"14.79"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Mannen";"75 of ouder";"6030";"16.83"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"Totaal alle leeftijden";"32343";"4.05"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"0 tot 15 jaar";"107";"0.11"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"15 tot 25 jaar";"199";"0.23"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"25 tot 35 jaar";"477";"0.40"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"35 tot 45 jaar";"1302";"1.00"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"45 tot 55 jaar";"3132";"2.66"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"55 tot 65 jaar";"7363";"6.87"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"65 tot 75 jaar";"9578";"12.78"
"A10 Diabetesmiddelen";"2008";"Westerse allochtoon";"Vrouwen";"75 of ouder";"10185";"15.71"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"80902";"4.34"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"710";"0.15"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"1166";"0.35"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"2764";"0.80"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"9686";"3.06"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"20967";"9.89"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"23968";"22.63"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"16908";"31.85"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Totaal Mannen en vrouwen";"75 of ouder";"4733";"28.62"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"Totaal alle leeftijden";"40115";"4.24"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"0 tot 15 jaar";"369";"0.15"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"15 tot 25 jaar";"560";"0.33"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"25 tot 35 jaar";"1234";"0.73"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"35 tot 45 jaar";"4912";"3.02"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"45 tot 55 jaar";"10445";"9.64"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"55 tot 65 jaar";"11710";"22.06"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"65 tot 75 jaar";"8958";"30.99"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Mannen";"75 of ouder";"1927";"28.14"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"Totaal alle leeftijden";"40787";"4.44"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"0 tot 15 jaar";"341";"0.14"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"15 tot 25 jaar";"606";"0.37"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"25 tot 35 jaar";"1530";"0.88"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"35 tot 45 jaar";"4774";"3.10"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"45 tot 55 jaar";"10522";"10.15"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"55 tot 65 jaar";"12258";"23.22"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"65 tot 75 jaar";"7950";"32.88"
"A10 Diabetesmiddelen";"2008";"Totaal niet-westerse allochtoon";"Vrouwen";"75 of ouder";"2806";"28.95"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"18944";"5.46"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"309";"0.28"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"430";"0.70"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"729";"1.15"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"1976";"3.72"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"4148";"14.35"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"5208";"31.62"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"5324";"40.83"
"A10 Diabetesmiddelen";"2008";"Marokko";"Totaal Mannen en vrouwen";"75 of ouder";"820";"40.26"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"Totaal alle leeftijden";"9917";"5.49"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"0 tot 15 jaar";"184";"0.33"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"15 tot 25 jaar";"231";"0.75"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"25 tot 35 jaar";"325";"1.08"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"35 tot 45 jaar";"992";"3.35"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"45 tot 55 jaar";"1843";"11.84"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"55 tot 65 jaar";"2579";"28.33"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"65 tot 75 jaar";"3249";"38.10"
"A10 Diabetesmiddelen";"2008";"Marokko";"Mannen";"75 of ouder";"514";"37.63"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"Totaal alle leeftijden";"9027";"5.42"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"0 tot 15 jaar";"125";"0.23"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"15 tot 25 jaar";"199";"0.65"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"25 tot 35 jaar";"404";"1.21"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"35 tot 45 jaar";"984";"4.19"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"45 tot 55 jaar";"2305";"17.27"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"55 tot 65 jaar";"2629";"35.69"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"65 tot 75 jaar";"2075";"45.98"
"A10 Diabetesmiddelen";"2008";"Marokko";"Vrouwen";"75 of ouder";"306";"45.60"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"16901";"4.40"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"108";"0.11"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"158";"0.23"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"480";"0.66"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2197";"3.09"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"4009";"10.81"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"4877";"26.23"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"4307";"31.99"
"A10 Diabetesmiddelen";"2008";"Turkije";"Totaal Mannen en vrouwen";"75 of ouder";"765";"29.81"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"Totaal alle leeftijden";"8364";"4.20"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"0 tot 15 jaar";"54";"0.10"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"15 tot 25 jaar";"66";"0.19"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"25 tot 35 jaar";"208";"0.57"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"35 tot 45 jaar";"1156";"3.06"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"45 tot 55 jaar";"2044";"9.93"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"55 tot 65 jaar";"2138";"24.59"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"65 tot 75 jaar";"2376";"30.00"
"A10 Diabetesmiddelen";"2008";"Turkije";"Mannen";"75 of ouder";"322";"27.52"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"Totaal alle leeftijden";"8537";"4.61"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"0 tot 15 jaar";"54";"0.11"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"15 tot 25 jaar";"92";"0.27"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"25 tot 35 jaar";"272";"0.75"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"35 tot 45 jaar";"1041";"3.13"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"45 tot 55 jaar";"1965";"11.91"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"55 tot 65 jaar";"2739";"27.68"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"65 tot 75 jaar";"1931";"34.84"
"A10 Diabetesmiddelen";"2008";"Turkije";"Vrouwen";"75 of ouder";"443";"31.73"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"23592";"6.84"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"65";"0.10"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"180";"0.31"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"644";"1.20"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2619";"4.27"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"6429";"11.97"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"7529";"25.33"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"4207";"32.48"
"A10 Diabetesmiddelen";"2008";"Suriname";"Totaal Mannen en vrouwen";"75 of ouder";"1919";"30.03"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"Totaal alle leeftijden";"10584";"6.41"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"0 tot 15 jaar";"30";"0.09"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"15 tot 25 jaar";"71";"0.24"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"25 tot 35 jaar";"274";"1.07"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"35 tot 45 jaar";"1199";"4.22"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"45 tot 55 jaar";"2938";"12.09"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"55 tot 65 jaar";"3634";"25.68"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"65 tot 75 jaar";"1839";"31.70"
"A10 Diabetesmiddelen";"2008";"Suriname";"Mannen";"75 of ouder";"599";"27.49"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"Totaal alle leeftijden";"13008";"7.24"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"0 tot 15 jaar";"35";"0.11"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"15 tot 25 jaar";"109";"0.37"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"25 tot 35 jaar";"370";"1.32"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"35 tot 45 jaar";"1420";"4.32"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"45 tot 55 jaar";"3491";"11.86"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"55 tot 65 jaar";"3895";"25.02"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"65 tot 75 jaar";"2368";"33.12"
"A10 Diabetesmiddelen";"2008";"Suriname";"Vrouwen";"75 of ouder";"1320";"31.35"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"4711";"3.34"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"53";"0.16"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"96";"0.33"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"214";"0.82"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"496";"2.39"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"1150";"6.98"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"1588";"16.17"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"822";"24.46"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Totaal Mannen en vrouwen";"75 of ouder";"292";"25.02"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"Totaal alle leeftijden";"1875";"2.67"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"0 tot 15 jaar";"19";"0.11"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"15 tot 25 jaar";"38";"0.26"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"25 tot 35 jaar";"97";"0.72"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"35 tot 45 jaar";"217";"2.05"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"45 tot 55 jaar";"457";"5.72"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"55 tot 65 jaar";"653";"14.28"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"65 tot 75 jaar";"322";"22.61"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Mannen";"75 of ouder";"72";"21.82"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"Totaal alle leeftijden";"2836";"4.02"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"0 tot 15 jaar";"34";"0.20"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"15 tot 25 jaar";"58";"0.40"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"25 tot 35 jaar";"117";"0.93"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"35 tot 45 jaar";"279";"2.75"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"45 tot 55 jaar";"693";"8.16"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"55 tot 65 jaar";"935";"17.82"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"65 tot 75 jaar";"500";"25.81"
"A10 Diabetesmiddelen";"2008";"(voormalige) Nederlandse Antillen, Aruba";"Vrouwen";"75 of ouder";"220";"26.28"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"Totaal alle leeftijden";"16754";"2.59"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"0 tot 15 jaar";"175";"0.10"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"15 tot 25 jaar";"302";"0.27"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"25 tot 35 jaar";"697";"0.55"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"35 tot 45 jaar";"2398";"2.17"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"45 tot 55 jaar";"5231";"6.90"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"55 tot 65 jaar";"4766";"15.23"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"65 tot 75 jaar";"2248";"21.89"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Totaal Mannen en vrouwen";"75 of ouder";"937";"21.40"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"Totaal alle leeftijden";"9375";"2.84"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"0 tot 15 jaar";"82";"0.09"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"15 tot 25 jaar";"154";"0.26"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"25 tot 35 jaar";"330";"0.52"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"35 tot 45 jaar";"1348";"2.40"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"45 tot 55 jaar";"3163";"7.92"
"A10 Diabetesmiddelen";"2008";"Overig niet-westers";"Mannen";"55 tot 65 jaar";"2706";"16.33"
