"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Politieregio";"Perioden";"Cijfersoort";"Waarde eenheid";"Waarde"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gelderland-Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gelderland-Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"9.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gelderland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gelderland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gelderland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gelderland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"9.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Utrecht (PO)";"2008";"Waarde";"% 'komt vaak voor'";"11.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Utrecht (PO)";"2009";"Waarde";"% 'komt vaak voor'";"9.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Utrecht (PO)";"2010";"Waarde";"% 'komt vaak voor'";"11.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Utrecht (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Noord-Holland-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Noord-Holland-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Noord-Holland-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Noord-Holland-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zaanstreek-Waterland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"4.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zaanstreek-Waterland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zaanstreek-Waterland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zaanstreek-Waterland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Kennemerland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Kennemerland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Kennemerland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Kennemerland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"8.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Amsterdam-Amstelland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"9.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Amsterdam-Amstelland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"9.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Amsterdam-Amstelland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"11.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Amsterdam-Amstelland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"12.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gooi en Vechtstreek (PO)";"2008";"Waarde";"% 'komt vaak voor'";"9.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gooi en Vechtstreek (PO)";"2009";"Waarde";"% 'komt vaak voor'";"10.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gooi en Vechtstreek (PO)";"2010";"Waarde";"% 'komt vaak voor'";"11.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Gooi en Vechtstreek (PO)";"2011";"Waarde";"% 'komt vaak voor'";"14.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Haaglanden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"10.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Haaglanden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"10.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Haaglanden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"12.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Haaglanden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"15.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Hollands Midden (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Hollands Midden (PO)";"2009";"Waarde";"% 'komt vaak voor'";"8.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Hollands Midden (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Hollands Midden (PO)";"2011";"Waarde";"% 'komt vaak voor'";"8.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"% 'komt vaak voor'";"10.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"% 'komt vaak voor'";"8.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"% 'komt vaak voor'";"9.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"% 'komt vaak voor'";"11.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"6.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zeeland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"3.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zeeland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"4.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zeeland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"5.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Zeeland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"4.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Midden- en West-Brabant (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Midden- en West-Brabant (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Midden- en West-Brabant (PO)";"2010";"Waarde";"% 'komt vaak voor'";"11.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Midden- en West-Brabant (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"7.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"7.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"9.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"8.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Zuidoost (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Zuidoost (PO)";"2009";"Waarde";"% 'komt vaak voor'";"8.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Zuidoost (PO)";"2010";"Waarde";"% 'komt vaak voor'";"9.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Brabant-Zuidoost (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Noord (PO)";"2008";"Waarde";"% 'komt vaak voor'";"8.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Noord (PO)";"2009";"Waarde";"% 'komt vaak voor'";"5.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Noord (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Noord (PO)";"2011";"Waarde";"% 'komt vaak voor'";"7.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Zuid (PO)";"2008";"Waarde";"% 'komt vaak voor'";"8.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Zuid (PO)";"2009";"Waarde";"% 'komt vaak voor'";"10.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Zuid (PO)";"2010";"Waarde";"% 'komt vaak voor'";"8.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Limburg-Zuid (PO)";"2011";"Waarde";"% 'komt vaak voor'";"11.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Flevoland (PO)";"2008";"Waarde";"% 'komt vaak voor'";"6.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Flevoland (PO)";"2009";"Waarde";"% 'komt vaak voor'";"6.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Flevoland (PO)";"2010";"Waarde";"% 'komt vaak voor'";"6.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Inbraak in woningen";"Flevoland (PO)";"2011";"Waarde";"% 'komt vaak voor'";"10.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Nederland";"2008";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Nederland";"2009";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Nederland";"2010";"Waarde";"schaalscore (0-10)";"2.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Nederland";"2011";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Groningen (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Groningen (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Groningen (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Groningen (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Friesland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Friesland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Friesland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Friesland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Drenthe (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Drenthe (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Drenthe (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Drenthe (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"IJsselland (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"IJsselland (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"IJsselland (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"IJsselland (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Twente (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Twente (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Twente (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Twente (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord- en Oost-Gelderland (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord- en Oost-Gelderland (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord- en Oost-Gelderland (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord- en Oost-Gelderland (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Midden (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.4"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Midden (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Midden (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Midden (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gelderland-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Utrecht (PO)";"2008";"Waarde";"schaalscore (0-10)";"3.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Utrecht (PO)";"2009";"Waarde";"schaalscore (0-10)";"3.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Utrecht (PO)";"2010";"Waarde";"schaalscore (0-10)";"3.3"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Utrecht (PO)";"2011";"Waarde";"schaalscore (0-10)";"3.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord-Holland-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord-Holland-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord-Holland-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Noord-Holland-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zaanstreek-Waterland (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zaanstreek-Waterland (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zaanstreek-Waterland (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zaanstreek-Waterland (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Kennemerland (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Kennemerland (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Kennemerland (PO)";"2010";"Waarde";"schaalscore (0-10)";"3.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Kennemerland (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Amsterdam-Amstelland (PO)";"2008";"Waarde";"schaalscore (0-10)";"4.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Amsterdam-Amstelland (PO)";"2009";"Waarde";"schaalscore (0-10)";"3.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Amsterdam-Amstelland (PO)";"2010";"Waarde";"schaalscore (0-10)";"4.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Amsterdam-Amstelland (PO)";"2011";"Waarde";"schaalscore (0-10)";"4.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gooi en Vechtstreek (PO)";"2008";"Waarde";"schaalscore (0-10)";"3.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gooi en Vechtstreek (PO)";"2009";"Waarde";"schaalscore (0-10)";"3.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gooi en Vechtstreek (PO)";"2010";"Waarde";"schaalscore (0-10)";"3.2"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Gooi en Vechtstreek (PO)";"2011";"Waarde";"schaalscore (0-10)";"3.1"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Haaglanden (PO)";"2008";"Waarde";"schaalscore (0-10)";"3.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Haaglanden (PO)";"2009";"Waarde";"schaalscore (0-10)";"3.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Haaglanden (PO)";"2010";"Waarde";"schaalscore (0-10)";"3.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Haaglanden (PO)";"2011";"Waarde";"schaalscore (0-10)";"3.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Hollands Midden (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Hollands Midden (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Hollands Midden (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Hollands Midden (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Rotterdam-Rijnmond (PO)";"2008";"Waarde";"schaalscore (0-10)";"3.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Rotterdam-Rijnmond (PO)";"2009";"Waarde";"schaalscore (0-10)";"3.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Rotterdam-Rijnmond (PO)";"2010";"Waarde";"schaalscore (0-10)";"3.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Rotterdam-Rijnmond (PO)";"2011";"Waarde";"schaalscore (0-10)";"3.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zuid-Holland-Zuid (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zuid-Holland-Zuid (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zuid-Holland-Zuid (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zuid-Holland-Zuid (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zeeland (PO)";"2008";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zeeland (PO)";"2009";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zeeland (PO)";"2010";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Zeeland (PO)";"2011";"Waarde";"schaalscore (0-10)";"1.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Midden- en West-Brabant (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.8"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Midden- en West-Brabant (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Midden- en West-Brabant (PO)";"2010";"Waarde";"schaalscore (0-10)";"3.0"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Midden- en West-Brabant (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Noord (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Noord (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.5"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Noord (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.7"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Noord (PO)";"2011";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Zuidoost (PO)";"2008";"Waarde";"schaalscore (0-10)";"2.6"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Zuidoost (PO)";"2009";"Waarde";"schaalscore (0-10)";"2.9"
"Buurtproblemen";"Overlast van vermogensdelicten";"Overlast vermogensdelicten -schaalscore";"Brabant-Zuidoost (PO)";"2010";"Waarde";"schaalscore (0-10)";"2.8"
