"Perioden";"Persoonskenmerken";"Onderwerpen_1";"Arbeidspositie einde periode";"Waarde eenheid";"Waarde"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3760"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3665"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"52"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"43"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"149"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"38"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"71"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"39"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"567"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"31"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"45"
"2009 2e kwartaal";"Leeftijd: 25 tot 45 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"491"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4542"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2888"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"118"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1536"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2925"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2850"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"23"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"53"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"120"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"19"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"65"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"36"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1497"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"19"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"30"
"2009 2e kwartaal";"Leeftijd: 45 tot 65 jaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1448"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3528"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1767"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"141"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1620"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1735"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1636"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"29"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"70"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"138"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"30"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"55"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"53"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1655"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"101"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"56"
"2009 2e kwartaal";"Opleidingsniveau: Lager onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"1497"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"4438"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3225"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"154"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"1059"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"3234"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"3123"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"39"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"72"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"141"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"32"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"67"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"42"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1062"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"69"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"49"
"2009 2e kwartaal";"Opleidingsniveau: Middelbaar onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"944"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2961"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2445"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"89"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"427"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2462"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2404"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"27"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"31"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"85"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"23"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"41"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"20"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"414"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"18"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"21"
"2009 2e kwartaal";"Opleidingsniveau: Hoger onderwijs";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"375"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"87"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"62"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"6"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"18"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"64"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"61"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"2"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"2"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"2"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"2"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"18"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"2"
"2009 2e kwartaal";"Opleidingsniveau:Onbekend";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"15"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"592"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"546"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"14"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"32"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"533"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"488"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"14"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"32"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"16"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"16"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"42"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"42"
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Elementair";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1862"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1772"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"28"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"62"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1739"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1650"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"28"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"62"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"34"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"34"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"89"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"89"
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Lager";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2886"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2807"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"31"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"47"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2831"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2752"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"31"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"47"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"21"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"21"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"34"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"34"
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Middelbaar";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1633"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1594"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"17"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"22"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"1609"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"1570"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"17"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"22"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"9"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"9"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"15"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"15"
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Hoger";"Begin periode, niet-beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"689"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"676"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, werkloze beroepsbevolking";"x 1 000";"6"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, totaal 15 tot 65 jaar";"Einde periode, niet-beroepsbevolking";"x 1 000";"7"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"683"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"669"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"6"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkzame beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"7"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"2"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode ,werkzame beroepsbevolking";"x 1 000";"2"
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, werkloze beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, werkloze beroepsbevolking";"Einde periode, niet-beroepsbevolking";"x 1 000";"."
"2009 2e kwartaal";"Beroepsniveau: Wetenschappelijk";"Begin periode, niet-beroepsbevolking";"Einde periode, totaal 15 tot 65 jaar";"x 1 000";"5"
